Country or Territory;Station Name;WMO Station Number;National Station Id Number;Period;Statistic Description;Unit;Jan;Feb;Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;Annual
CANADA;THOMPSON A , MB;71079;5062922;1967-1990;Mean Monthly Value;mm;20.3;13.9;21.3;28.0;45.8;71.5;84.3;77.7;63.4;47.5;33.8;28.1;535.6
CANADA;MACKAR INLET , NT;71080;2402686;1957-1990;Mean Monthly Value;mm;2.7;2.1;3.2;7.7;17.2;13.6;33.6;42.9;30.5;23.0;9.6;2.9;189.0
CANADA;HALL BEACH A , NT;71081;2402350;1957-1990;Mean Monthly Value;mm;7.5;6.3;10.1;11.4;15.2;16.7;31.0;44.0;26.4;22.1;15.0;8.9;214.6
CANADA;ALERT , NT;71082;2400300;1950-1990;Mean Monthly Value;mm;7.8;5.2;6.8;9.4;9.9;12.7;25.0;23.8;24.3;13.2;8.8;7.4;154.2
CANADA;CLYDE A , NT;71090;2400800;1933-1990;Mean Monthly Value;mm;8.9;6.5;6.9;13.6;18.1;15.1;22.4;30.8;34.3;36.5;20.8;11.7;225.6
CANADA;LONGSTAFF BLUFF , NT;71091;2402684;1958-1990;Mean Monthly Value;mm;5.2;4.5;5.1;10.6;18.9;13.4;33.2;40.8;33.1;28.4;15.1;5.5;213.8
CANADA;DEWAR LAKES , NT;71092;2401030;1958-1990;Mean Monthly Value;mm;4.9;3.5;5.5;11.4;23.2;20.0;45.1;62.5;34.5;30.8;14.0;7.0;262.5
CANADA;CAPE HOOPER , NT;71093;2400660;1957-1990;Mean Monthly Value;mm;7.5;8.6;7.4;19.2;27.7;21.8;27.4;32.7;40.7;41.0;32.2;11.8;278.0
CANADA;CAPE DYER A , NT;71094;2400654;1959-1990;Mean Monthly Value;mm;57.5;45.6;28.8;41.1;51.4;37.0;41.7;47.9;68.2;92.2;68.8;55.5;635.6
CANADA;BROUGHTON ISLAND , NT;71096;2400570;1957-1990;Mean Monthly Value;mm;9.0;9.3;5.5;15.4;32.2;24.6;20.5;24.2;37.9;52.9;37.1;10.7;279.3
CANADA;SANDSPIT A , BC;71101;1057050;1945-1990;Mean Monthly Value;mm;164.2;124.6;103.9;95.2;62.4;57.1;44.6;54.3;94.2;195.6;189.6;173.4;1359.1
CANADA;TOFINO A , BC;71106;1038205;1942-1990;Mean Monthly Value;mm;425.3;374.4;362.5;243.0;154.5;121.7;82.6;92.7;149.5;387.9;458.3;443.0;3295.4
CANADA;CAPE ST JAMES , BC;71107;1051350;1925-1990;Mean Monthly Value;mm;173.6;138.2;126.9;114.0;88.9;80.8;61.6;76.5;119.0;196.7;188.7;177.4;1542.3
CANADA;ABBOTSFORD A , BC;71108;1100030;1944-1990;Mean Monthly Value;mm;201.4;163.5;144.6;113.8;89.2;66.7;50.7;53.1;85.4;156.2;221.8;216.6;1562.9
CANADA;PORT HARDY A , BC;71109;1026270;1944-1990;Mean Monthly Value;mm;244.9;172.2;143.4;120.2;75.4;78.1;56.1;62.9;131.5;259.1;266.7;260.0;1870.6
CANADA;ALERT BAY , BC;71110;1020270;1913-1990;Mean Monthly Value;mm;212.0;146.1;123.3;94.6;67.4;68.8;54.1;62.6;110.7;220.5;230.8;218.6;1609.5
CANADA;CAPE SCOTT , BC;71111;1031353;1965-1990;Mean Monthly Value;mm;348.1;254.5;259.4;211.4;154.5;120.6;82.9;100.2;187.2;334.3;360.6;335.6;2749.1
CANADA;AGASSIZ CDA , BC;71113;1100120;1889-1990;Mean Monthly Value;mm;230.3;175.2;149.4;118.8;97.4;82.0;60.4;57.5;100.0;174.2;242.0;240.4;1727.8
CANADA;HOPE A , BC;71114;1113540;1934-1990;Mean Monthly Value;mm;282.3;201.9;160.3;130.8;95.6;76.6;57.5;50.5;104.9;194.0;283.7;277.7;1915.7
CANADA;COLD LAKE A , AB;71120;3081680;1953-1990;Mean Monthly Value;mm;19.4;13.8;17.1;21.4;40.2;67.9;85.1;68.7;41.8;15.8;19.2;21.9;432.2
CANADA;EDMONTON NAMAO A , AB;71121;3012210;1955-1990;Mean Monthly Value;mm;23.2;17.9;18.4;20.1;40.6;82.2;94.9;67.2;39.8;16.5;15.9;21.7;458.5
CANADA;BANFF , AB;71122;3050520;1887-1990;Mean Monthly Value;mm;31.0;23.9;21.5;32.4;57.5;60.0;51.2;51.3;43.8;30.3;30.4;34.6;468.0
CANADA;EDMONTON INT'L A , AB;71123;3012205;1959-1990;Mean Monthly Value;mm;22.9;15.5;15.9;21.8;42.8;76.1;101.0;69.5;47.5;17.7;16.0;19.2;465.8
CANADA;YORKTON A , SK;71138;4019080;1941-1990;Mean Monthly Value;mm;21.2;16.2;25.6;20.3;50.7;68.8;64.2;57.5;48.0;24.5;17.8;21.0;435.8
CANADA;BRANDON A , MB;71140;5010480;1941-1990;Mean Monthly Value;mm;18.4;15.6;20.5;35.4;48.4;66.9;72.1;69.3;50.5;22.2;14.9;18.9;453.1
CANADA;ISLAND LAKE A , MB;71145;5061376;1970-1990;Mean Monthly Value;mm;21.6;16.7;26.6;29.2;47.2;69.8;88.8;77.5;65.7;50.1;39.3;27.4;553.4
CANADA;CHURCHILL FALLS A , NF;71182;8501132;1968-1990;Mean Monthly Value;mm;64.4;51.4;62.8;66.0;56.8;94.7;114.0;93.1;110.6;80.7;82.0;68.2;944.7
CANADA;DANIELS HARBOUR , NF;71185;8401400;1946-1990;Mean Monthly Value;mm;103.7;89.1;84.5;58.8;73.3;97.2;97.7;122.2;92.5;106.4;105.9;106.2;1137.5
CANADA;BAIE COMEAU A , QC;71187;7040440;1947-1990;Mean Monthly Value;mm;80.2;67.1;69.8;75.1;86.1;80.3;74.5;87.8;99.8;88.9;91.6;94.7;995.9
CANADA;COMFORT COVE , NF;71193;8401259;1967-1990;Mean Monthly Value;mm;100.0;91.7;99.9;87.7;86.6;81.5;81.8;105.1;94.5;108.5;103.7;102.2;1143.1
CANADA;BURGEO , NF;71194;8400798;1966-1990;Mean Monthly Value;mm;156.7;130.5;128.1;131.6;125.2;149.3;139.9;138.5;133.2;156.9;175.5;173.8;1739.2
