Country or Territory;Station Name;WMO Station Number;Period;Statistic Description;Unit;Jan;Feb;Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;Annual
BRAZIL;Guaramiranga;82487;1961-1990;Mean Monthly Value;mm;127.2;180.0;288.3;270.1;236.2;192.5;132.8;61.6;42.5;43.0;34.5;65.5;1674.2
BRAZIL;Jaguaruana;82493;1961-1990;Mean Monthly Value;mm;29.6;123.4;231.2;181.3;115.2;55.1;45.7;54.8;47.8;3.3;1.2;17.5;906.1
BRAZIL;Maraba;82562;1961-1990;Mean Monthly Value;mm;294.0;357.0;386.9;298.8;89.3;34.4;20.6;22.4;56.1;119.2;152.9;250.0;2087.5
BRAZIL;Imperatriz;82564;1961-1990;Mean Monthly Value;mm;226.5;227.7;279.0;197.3;55.0;16.2;6.4;10.2;37.7;85.5;123.3;198.7;1463.5
BRAZIL;Grajau;82568;1961-1990;Mean Monthly Value;mm;177.7;219.2;259.4;183.3;59.7;14.2;16.6;14.0;26.9;69.0;107.9;139.7;1287.6
BRAZIL;Barra do Corda;82571;1961-1990;Mean Monthly Value;mm;177.9;207.4;243.1;198.2;65.9;21.4;14.1;14.1;21.9;48.2;77.8;135.4;1225.4
BRAZIL;Teresina;82578;1961-1990;Mean Monthly Value;mm;248.3;261.0;286.3;267.9;109.5;25.4;12.7;11.6;16.9;18.0;64.8;126.1;1678.9
BRAZIL;Crateus;82583;1961-1990;Mean Monthly Value;mm;72.0;130.5;229.7;202.0;73.4;23.7;16.4;5.4;5.8;9.0;11.9;46.3;826.1
BRAZIL;Quixeramobim;82586;1961-1990;Mean Monthly Value;mm;77.8;99.9;176.4;195.7;138.0;75.0;45.9;10.9;4.9;2.1;7.3;24.6;858.5
BRAZIL;Morada Nova;82588;1961-1990;Mean Monthly Value;mm;78.7;112.8;214.5;186.7;115.7;70.6;33.8;11.6;9.5;4.4;5.0;29.0;872.2
BRAZIL;Apodi;82590;1961-1990;Mean Monthly Value;mm;47.9;101.4;208.1;180.4;112.3;142.7;55.2;9.3;11.1;11.2;9.9;30.9;920.4
BRAZIL;Mossoro;82591;1961-1990;Mean Monthly Value;mm;59.2;106.0;151.0;195.1;112.5;51.6;42.9;10.0;6.5;2.3;3.0;25.7;765.8
BRAZIL;Macau;82594;1961-1990;Mean Monthly Value;mm;31.7;66.9;136.7;169.4;100.7;36.5;29.2;7.9;5.1;1.0;3.4;11.2;599.7
BRAZIL;Ceara Mirim;82596;1961-1990;Mean Monthly Value;mm;53.9;109.4;187.8;204.5;172.2;173.3;160.0;80.5;48.8;18.7;17.5;34.5;1261.1
BRAZIL;Sao Felix Xingu;82668;1961-1990;Mean Monthly Value;mm;290.7;321.7;310.3;260.0;101.6;43.9;17.5;56.7;99.4;164.2;170.4;230.4;2066.8
BRAZIL;Floriano;82678;1961-1990;Mean Monthly Value;mm;178.9;179.9;188.6;146.4;33.6;8.5;20.3;1.1;39.8;64.1;91.2;150.3;1102.7
BRAZIL;Taua;82683;1961-1990;Mean Monthly Value;mm;57.8;104.8;133.9;138.3;54.7;25.3;105.1;76.4;72.8;60.2;53.4;43.0;925.7
BRAZIL;Iguatu;82686;1961-1990;Mean Monthly Value;mm;145.2;170.2;248.2;214.5;101.9;385.7;248.0;115.0;213.0;267.7;113.9;55.7;2279.0
BRAZIL;Sao Goncalo;82689;1961-1990;Mean Monthly Value;mm;120.0;183.7;248.6;178.2;72.5;48.8;23.3;21.6;14.1;20.3;23.0;49.2;1000.3
BRAZIL;Florania;82691;1961-1990;Mean Monthly Value;mm;74.4;110.8;196.6;154.7;33.1;32.8;33.4;13.0;16.9;19.7;11.7;31.2;728.3
BRAZIL;Carolina;82765;1961-1990;Mean Monthly Value;mm;283.0;270.5;278.7;188.6;51.8;12.6;9.0;16.9;49.8;156.7;166.8;234.3;1718.7
BRAZIL;Campos Sales;82777;1961-1990;Mean Monthly Value;mm;94.8;114.2;150.1;100.4;40.2;11.5;8.3;3.0;6.1;20.7;29.5;40.4;619.2
BRAZIL;Picos;82780;1961-1990;Mean Monthly Value;mm;127.0;137.3;181.1;114.3;25.9;8.7;6.9;1.0;7.4;22.8;60.6;119.4;812.4
BRAZIL;Barbalha;82784;1961-1990;Mean Monthly Value;mm;175.2;191.4;234.3;209.8;48.1;20.8;11.5;5.6;5.2;2.5;4.8;92.2;1001.4
BRAZIL;Triunfo;82789;1961-1990;Mean Monthly Value;mm;134.9;172.7;228.1;221.8;154.9;125.8;120.6;38.9;30.5;23.6;29.1;91.4;1372.5
BRAZIL;Monteiro;82792;1961-1990;Mean Monthly Value;mm;58.7;107.9;157.0;151.2;67.1;45.9;39.7;37.0;11.0;114.5;11.3;37.3;838.6
BRAZIL;Campina Grande;82795;1961-1990;Mean Monthly Value;mm;40.9;54.6;99.8;129.2;94.5;106.7;123.9;58.1;38.0;16.9;18.7;21.4;802.7
BRAZIL;Surubim;82797;1961-1990;Mean Monthly Value;mm;32.6;37.7;89.9;112.0;92.0;97.2;113.3;44.0;29.9;16.5;12.5;27.5;705.1
BRAZIL;Joao Pessoa;82798;1961-1990;Mean Monthly Value;mm;81.1;137.5;238.4;312.9;307.9;381.5;290.2;202.1;40.7;57.5;44.9;37.4;2132.1
BRAZIL;Tarauaca;82807;1961-1990;Mean Monthly Value;mm;281.7;271.3;303.9;208.3;129.8;55.8;66.7;74.7;111.9;200.0;207.3;275.6;2187.0
BRAZIL;Porto Velho;82825;1961-1990;Mean Monthly Value;mm;346.8;295.7;312.7;205.9;118.0;38.8;22.6;201.6;86.5;185.3;207.3;332.5;2353.7
BRAZIL;Conceicao Araguaia;82861;1961-1990;Mean Monthly Value;mm;222.8;235.6;268.6;193.4;66.7;18.6;18.0;19.3;79.1;169.0;193.2;270.6;1754.9
BRAZIL;Paulistana;82882;1961-1990;Mean Monthly Value;mm;95.4;116.9;148.9;58.4;12.3;2.0;1.9;0.1;4.7;15.7;44.6;96.4;597.3
BRAZIL;Cabrobo;82886;1961-1990;Mean Monthly Value;mm;78.3;87.3;140.6;117.4;32.9;18.6;11.6;12.0;3.5;3.6;4.4;7.2;517.4
BRAZIL;Floresta;82887;1961-1990;Mean Monthly Value;mm;98.0;87.2;157.4;99.1;27.1;17.6;16.7;6.5;12.6;10.9;24.0;65.7;622.8
BRAZIL;Arco Verde;82890;1961-1990;Mean Monthly Value;mm;41.5;70.4;121.7;115.8;74.4;74.9;75.4;37.8;20.1;14.0;26.5;21.7;694.2
BRAZIL;Garanhuns;82893;1961-1990;Mean Monthly Value;mm;45.0;57.5;99.8;115.4;104.3;122.2;132.7;73.7;47.4;32.5;18.0;21.9;870.3
BRAZIL;Recife;82900;1961-1990;Mean Monthly Value;mm;103.4;144.2;264.9;326.4;328.9;389.6;385.6;213.5;122.5;66.1;47.8;65.0;2457.9
BRAZIL;Rio Branco;82915;1961-1990;Mean Monthly Value;mm;287.5;285.9;228.3;173.7;101.8;45.8;42.1;40.4;96.4;171.6;206.2;263.5;1943.2
BRAZIL;Bom J. do Piaui;82975;1961-1990;Mean Monthly Value;mm;173.4;175.3;181.7;138.2;26.3;5.2;6.3;4.6;20.2;99.0;145.6;180.9;1156.7
BRAZIL;Remanso;82979;1961-1990;Mean Monthly Value;mm;104.2;96.6;152.5;93.2;13.1;11.4;0.4;1.3;2.3;26.9;80.2;113.9;696.0
BRAZIL;Petrolina;82983;1961-1990;Mean Monthly Value;mm;72.2;90.3;147.9;81.7;28.5;10.1;13.1;4.3;6.2;21.3;50.3;83.9;609.8
BRAZIL;Paulo Afonso;82986;1961-1990;Mean Monthly Value;mm;61.3;54.8;92.9;81.3;55.0;61.3;52.8;25.4;18.1;15.3;17.8;46.8;582.9
BRAZIL;Palmeira dos Indios;82992;1961-1990;Mean Monthly Value;mm;32.0;65.2;77.9;108.1;151.5;141.7;134.6;62.4;49.0;19.7;8.0;19.5;869.5
BRAZIL;Maceio;82994;1961-1990;Mean Monthly Value;mm;74.8;111.0;191.0;312.6;340.7;298.3;325.1;179.0;148.4;72.7;51.9;62.1;2167.7
BRAZIL;Cataguases;83027;1961-1990;Mean Monthly Value;mm;241.2;186.8;127.4;55.9;29.5;11.3;22.4;14.7;47.9;99.4;197.4;203.0;1236.9
